,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
490,81906,BIRMINGHAM,JEFFERSON,1073,Conventional Boiler Use,1003981,331111,331111,2015,AL,180,GP-Plant,OCS (Other combustion source),33.534104,-86.757929,Facility,POINT (-9657848.478558982 3966413.824282815),SMI STEEL LLC,480.243537241,480.243537241,480.243537241,0.024176956,0.024176956,0.024176956,8,8,8,180.0,180.0,180.0,Iron and Steel Mills,COMMERCIAL METALS CO
491,81907,BLASDELL,ERIE COUNTY,36029,Conventional Boiler Use,1000077,331111,331111,2015,NY,180,CP-1,OCS (Other combustion source),42.80209,-78.84283,Facility,POINT (-8776743.688300634 5281896.279037256),"REPUBLIC STEEL, LACKAWANNA",352.9231186,352.9231186,352.9231186,0.017767248,0.017767248,0.017767248,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,Iron and Steel Mills,REPUBLIC STEEL
492,81908,COATESVILLE,CHESTER,42029,Conventional Boiler Use,1003668,331111,331111,2015,PA,180,CP-COLG Common Pipe Natural Gas,OCS (Other combustion source),39.98301,-75.82791,Facility,POINT (-8441124.329118177 4863473.646078635),ARCELORMITTAL PLATE LLC,342.047475483,342.047475483,342.047475483,0.0172196620999999,0.0172196620999999,0.0172196620999999,46,46,46,180.0,180.0,180.0,Iron and Steel Mills,ArcelorMittal USA LLC
493,81909,WILTON,MUSCATINE,19139,Conventional Boiler Use,1003577,331111,331111,2015,IA,180,GP- Heating Process,OCS (Other combustion source),41.585661,-91.042156,Facility,POINT (-10134766.44664178 5099114.128239693),GERDAU AMERISTEEL US INC,174.180698836,174.180698836,174.180698836,0.008768798,0.008768798,0.008768798,4,4,4,180.0,180.0,180.0,Iron and Steel Mills,GERDAU AMERISTEEL US INC
494,81910,AMBRIDGE,BEAVER COUNTY,42007,Conventional Boiler Use,1003270,331111,331111,2015,PA,180,GP-Amb,OCS (Other combustion source),40.610067,-80.232283,Facility,POINT (-8931416.888741819 4954995.656939146),IPSCO KOPPEL TUBULARS CORP AMBRIDGE PLT,1038.663795,1038.663795,1038.663795,0.0522895659999999,0.0522895659999999,0.0522895659999999,2,2,2,180.0,180.0,180.0,Iron and Steel Mills,IPSCO TUBULARS INC
495,81911,KNOXVILLE,KNOX,47093,Conventional Boiler Use,1006906,331111,331111,2015,TN,180,CP- NG fueled sources,OCS (Other combustion source),35.97812,-83.95645,Facility,POINT (-9345989.262810932 4297611.135290291),GERDAU AMERISTEEL CORP.,310.2621232,310.2621232,310.2621232,0.01561956,0.01561956,0.01561956,2,2,2,180.0,180.0,180.0,Iron and Steel Mills,GERDAU AMERISTEEL US INC
496,81912,CHICAGO,COOK,17031,Conventional Boiler Use,1008735,331111,331111,2015,IL,180,GP-BOILER FOR VACUUM FURNACE,OCS (Other combustion source),41.72854,-87.59164,Facility,POINT (-9750656.762547733 5120402.390323003),FINKL & SONS CO,1428.68791937,1428.68791937,1428.68791937,0.071924594,0.071924594,0.071924594,8,8,8,179.99999999999997,179.99999999999997,179.99999999999997,Iron and Steel Mills,"Schmolz & Bickenbach USA Holdings, Inc."
498,81914,NORFOLK,MADISON,31119,Conventional Boiler Use,1007695,331111,331111,2015,NE,180,GP-NSNE Stationary Combustion Sources,OCS (Other combustion source),42.078346,-97.360153,Facility,POINT (-10838082.65551521 5172722.529130111),NUCOR STEEL NEBRASKA,226.154839932,226.154839932,226.154839932,0.011385341,0.011385341,0.011385341,12,12,12,180.0,180.0,180.0,Iron and Steel Mills,Nucor Corporation
499,81915,East Chicago,LAKE COUNTY,18089,Conventional Boiler Use,1005021,331111,331111,2015,IN,180,CP-NG_IHLC,OCS (Other combustion source),41.65073,-87.45262,Facility,POINT (-9735181.126937652 5108803.230547241),ArcelorMittal Indiana Harbor Long Carbon,161.0860348,161.0860348,161.0860348,0.0081095719999999,0.0081095719999999,0.0081095719999999,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,Iron and Steel Mills,ArcelorMittal USA LLC
500,81916,Georgetown,GEORGETOWN COUNTY,45043,Conventional Boiler Use,1001699,331111,331111,2015,SC,180,CP-1_NG,OCS (Other combustion source),33.36813,-79.29556,Facility,POINT (-8827141.361367472 3944269.626731785),ArcelorMittal Georgetown,556.67247374,556.67247374,556.67247374,0.028024623,0.028024623,0.028024623,6,6,6,180.0,180.0,180.0,Iron and Steel Mills,ArcelorMittal USA LLC
501,81917,Calvert,WASHINGTON COUNTY,1129,Conventional Boiler Use,1010763,331111,331111,2015,AL,180,GP- Outokumpu Facility,OCS (Other combustion source),31.15624,-88.01275,Facility,POINT (-9797534.513315687 3653056.547972452),"Outokumpu Stainless USA, LLC",160.595734643,160.595734643,160.595734643,0.008084889,0.008084889,0.008084889,12,12,12,180.00000000000006,180.00000000000006,180.00000000000006,Iron and Steel Mills,Outokumpu Stainless
507,81926,SAUKVILLE,OZAUKEE COUNTY,55089,Conventional Boiler Use,1006901,331111,331111,2015,WI,180,CP-2,OCS (Other combustion source),43.39771,-87.94967,Facility,POINT (-9790512.479836449 5372704.624507721),CHARTER STEEL,118.9025531,118.9025531,118.9025531,0.005985925,0.005985925,0.005985925,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,Iron and Steel Mills,CHARTER MANUFACTURING CO INC
508,81927,BUTLER,DE KALB,18033,Conventional Boiler Use,1005584,331111,331111,2015,IN,180,CP-001,OCS (Other combustion source),41.370152,-84.921695,Facility,POINT (-9453439.844701685 5067093.265213998),STEEL DYNAMICS INC,175.30101957,175.30101957,175.30101957,0.0088251989999999,0.0088251989999999,0.0088251989999999,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,Iron and Steel Mills,"STEEL DYNAMICS, INC."
510,81931,Columbus,LOWNDES COUNTY,28087,Conventional Boiler Use,1004616,331111,331111,2015,MS,180,GP-1,OCS (Other combustion source),33.443611,-88.575556,Facility,POINT (-9860185.790651089 3954335.023965575),Severstal Columbus,71.84327003,71.84327003,71.84327003,0.003616814,0.003616814,0.003616814,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,Iron and Steel Mills,STEEL DYNAMICS INC
513,83710,MUSKOGEE,MUSKOGEE COUNTY,40101,CHP and/or Cogeneration Process,1001913,322121,322121,2015,OK,150,GP-02,OCS (Other combustion source),35.740542,-95.305194,Facility,POINT (-10609325.66603415 4264978.830827532),GEORGIA PACIFIC CONSUMER PRODUCTS LP/MUSKOGEE MILL,64.30394618,64.30394618,64.30394618,0.003237261,0.003237261,0.003237261,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
516,83731,WISCONSIN RAPIDS,WOOD,55141,CHP and/or Cogeneration Process,1007400,322121,322121,2015,WI,150,GP-010,OCS (Other combustion source),44.42328,-89.831663,Facility,POINT (-10000014.98227295 5531181.112762324),WATER QUALITY CENTER,309.5446902,309.5446902,309.5446902,0.0155834429999999,0.0155834429999999,0.0155834429999999,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",Unknown
517,83755,Spring Grove,York,42133,CHP and/or Cogeneration Process,1004199,322121,322121,2015,PA,150,GP-Small Combustion Units-Natural Gas,OCS (Other combustion source),39.8717,-76.8664,Facility,POINT (-8556728.507112084 4847315.551560665),P.H. Glatfelter Company,250.7884123,250.7884123,250.7884123,0.012625468,0.012625468,0.012625468,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",P H GLATFELTER CO
518,83765,GREEN BAY,BROWN,55009,CHP and/or Cogeneration Process,1000589,322121,322121,2015,WI,150,CP-GBB Main Nat Gas Line,OCS (Other combustion source),44.4925,-88.0323,Facility,POINT (-9799710.809360698 5541976.727922261),GEORGIA-PACIFIC CONSUMER PRODUCTS LP,117.91428096,117.91428096,117.91428096,0.005936172,0.005936172,0.005936172,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
519,83784,COMBINED LOCKS,OUTAGAMIE,55087,CHP and/or Cogeneration Process,1001762,322121,322121,2015,WI,150,Boiler B23,S (Stoker Boiler),44.270836,-88.301403,Facility,POINT (-9829667.218291638 5507450.788072024),Appleton Coated Locks Mill,101.83550466,101.83550466,101.83550466,0.005126716,0.005126716,0.005126716,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",Appleton Coated LLC
522,83790,Shelby,CLEVELAND COUNTY,37045,CHP and/or Cogeneration Process,1010974,322121,322121,2015,NC,150,CP-Natural Gas to Mill,OCS (Other combustion source),35.31722,-81.61476,Facility,POINT (-9085313.524415232 4207074.073541532),Clearwater Paper - Shelby,444.6806187,444.6806187,444.6806187,0.022386606,0.022386606,0.022386606,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",CLEARWATER PAPER CORP
523,83791,LADYSMITH,RUSK COUNTY,55107,CHP and/or Cogeneration Process,1003607,322121,322121,2015,WI,150,CP-Boilers and Paper Machine Hoods,OCS (Other combustion source),45.46357,-91.08877,Facility,POINT (-10139955.49338561 5694798.734182013),"Cellu Tissue CityForest, LLC, dba Clearwater Paper - Ladysmith",89.49314565,89.49314565,89.49314565,0.004505363,0.004505363,0.004505363,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",CELLU TISSUE HOLDINGS INC
524,83803,MEHOOPANY,Wyoming,42131,CHP and/or Cogeneration Process,1001244,322121,322121,2015,PA,150,CP-UGI LDC Gas Line to P&G,OCS (Other combustion source),41.573,-76.0426,Facility,POINT (-8465023.510596585 5097229.976737915),Procter & Gamble Paper Products,289.0857597,289.0857597,289.0857597,0.014553476,0.014553476,0.014553476,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",PROCTER & GAMBLE
525,83812,GREEN BAY,BROWN COUNTY,55009,CHP and/or Cogeneration Process,1000590,322121,322121,2015,WI,150,GP-Meter 904453,OCS (Other combustion source),44.52043,-88.00585,Facility,POINT (-9796766.408829214 5546336.344215023),GEORGIA PACIFIC CONSUMER PRODUCTS LP,106.91170373,106.91170373,106.91170373,0.005382267,0.005382267,0.005382267,4,4,4,180.0,180.0,180.0,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
526,83814,WEST CARROLLTON,MONTGOMERY COUNTY,39113,CHP and/or Cogeneration Process,1002434,322121,322121,2015,OH,150,Three Package Boilers,"OB (Boiler, other)",39.652127,-84.186718,Facility,POINT (-9371622.579316918 4815518.350324563),"APPVION, INC. WEST CARROLLTON",108.828965634,108.828965634,108.828965634,0.0054786919999999,0.0054786919999999,0.0054786919999999,12,12,12,180.0,180.0,180.0,"Paper Mills, except Newsprint","APPVION, INC."
528,83823,MADISON,SOMERSET,23025,CHP and/or Cogeneration Process,1007623,322121,322121,2015,ME,150,GP-01,OCS (Other combustion source),44.797372,-69.885772,Facility,POINT (-7779648.552734816 5589678.062744452),MADISON PAPER INDUSTRIES,177.91734861,177.91734861,177.91734861,0.008956913,0.008956913,0.008956913,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",Madison Paper Industies
529,83824,OWENSBORO,DAVIESS COUNTY,21059,CHP and/or Cogeneration Process,1006061,322121,322121,2015,KY,150,GP-1,OCS (Other combustion source),37.820833,-87.301667,Facility,POINT (-9718377.115843933 4554146.35143724),KIMBERLY-CLARK CORP OWENSBORO OPERATIONS,167.07355517000002,167.07355517000002,167.07355517000002,0.008411003,0.008411003,0.008411003,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",KIMBERLY-CLARK CORP
530,83825,RANSOM,LACKAWANNA COUNTY,42069,CHP and/or Cogeneration Process,1003602,322121,322121,2015,PA,150,GP-01 common pipe,OCS (Other combustion source),41.39994,-75.78331,Facility,POINT (-8436159.479828797 5071512.90718911),CASCADES TISSUE GROUP PA RANSOM PLT,123.79741785,123.79741785,123.79741785,0.006232347,0.006232347,0.006232347,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",CASCADES USA INC
531,83829,Taylorville,CHRISTIAN COUNTY,17021,CHP and/or Cogeneration Process,1011038,322121,322121,2015,IL,150,GP-1,OCS (Other combustion source),39.555346,-89.280688,Facility,POINT (-9938680.725833131 4801535.208485543),"Ahlstrom Filtration, LLC.",135.26425747000002,135.26425747000002,135.26425747000002,0.006809624,0.006809624,0.006809624,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",Ahlstrom Filtration LLC
532,83830,Harrodsburg,MERCER COUNTY,21167,CHP and/or Cogeneration Process,1011192,322121,322121,2015,KY,150,GP-Natural Gas Boiler and Dryer Hood,OCS (Other combustion source),37.78571,-84.86787,Facility,POINT (-9447448.073109739 4549197.894828651),"Wausau Paper Towel & Tissue, LLC",220.4330441,220.4330441,220.4330441,0.011097285,0.011097285,0.011097285,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",WAUSAU PAPER CORP
533,83831,SAINT HELENS,COLUMBIA,41009,CHP and/or Cogeneration Process,1006520,322121,322121,2015,OR,150,CP-Power Boilers,OCS (Other combustion source),45.8476,-122.803,Facility,POINT (-13670367.42788637 5755960.557216902),"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",499.45381808,499.45381808,499.45381808,0.025144059,0.025144059,0.025144059,6,6,6,180.0,180.0,180.0,"Paper Mills, except Newsprint",CASCADES USA INC
535,83833,Fort Edward,WASHINGTON COUNTY,36115,CHP and/or Cogeneration Process,1008767,322121,322121,2015,NY,150,GP-00001,OCS (Other combustion source),43.268056,-73.592389,Facility,POINT (-8192267.269740507 5352862.114453492),"Irving Tissue, Inc. Fort Edward Facility",203.62242103,203.62242103,203.62242103,0.010250986,0.010250986,0.010250986,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint","Irving Tissue, Inc."
536,83834,LOUDON,LOUDON,47105,CHP and/or Cogeneration Process,1002179,322121,322121,2015,TN,150,GP-001,OCS (Other combustion source),35.77167,-84.33065,Facility,POINT (-9387645.016265776 4269248.828581733),KIMBERLY-CLARK CORP.,66.15355643999999,66.15355643999999,66.15355643999999,0.003330375,0.003330375,0.003330375,4,4,4,180.0,180.0,180.0,"Paper Mills, except Newsprint",KIMBERLY-CLARK CORP
538,83836,Anderson,ANDERSON COUNTY,45007,CHP and/or Cogeneration Process,1010743,322121,322121,2015,SC,150,GP-phase3and4,OCS (Other combustion source),34.4538,-82.68699,Facility,POINT (-9204673.622028502 4089900.267117715),First Quality Tissue SE,70.63925652,70.63925652,70.63925652,0.003556199,0.003556199,0.003556199,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint","FIRST QUALITY TISSUE, LLC"
541,83841,OAKFIELD,GENESEE COUNTY,36037,CHP and/or Cogeneration Process,1002309,322121,322121,2015,NY,150,GP-Oakfield Paper Mill,OCS (Other combustion source),43.06511,-78.29675,Facility,POINT (-8715954.340768242 5321887.509706475),U S GYPSUM - OAKFIELD PLANT,425.8216151,425.8216151,425.8216151,0.0214371839999999,0.0214371839999999,0.0214371839999999,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",USG CORP
542,83842,PORT HURON,ST. CLAIR COUNTY,26147,CHP and/or Cogeneration Process,1005704,322121,322121,2015,MI,150,GP-Boilers & Process/Space Heaters,OCS (Other combustion source),43.0047,-82.4233,Facility,POINT (-9175319.785501225 5312687.262233918),DUNN PAPER INC.,60.00283517,60.00283517,60.00283517,0.0030207289999999,0.0030207289999999,0.0030207289999999,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",DUNN PAPER INC
543,83843,OCONTO FALLS,OCONTO,55083,CHP and/or Cogeneration Process,1004083,322121,322121,2015,WI,150,GP-1,OCS (Other combustion source),44.873593,-88.14389,Facility,POINT (-9812132.951338319 5601643.194888052),ST PAPER LLC,111.05914553,111.05914553,111.05914553,0.005591063,0.005591063,0.005591063,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",ST PAPER LLC
544,83844,JENKS,TULSA COUNTY,40143,CHP and/or Cogeneration Process,1006052,322121,322121,2015,OK,150,GP-NG Total,OCS (Other combustion source),35.96853,-95.930915,Facility,POINT (-10678980.60913281 4296292.01213203),KIMBERLY-CLARK CORP-JENKS FAC,217.7179111,217.7179111,217.7179111,0.010960596,0.010960596,0.010960596,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",KIMBERLY-CLARK CORP
545,83849,OXNARD,VENTURA COUNTY,6111,CHP and/or Cogeneration Process,1002152,322121,322121,2015,CA,150,SCG-01,"OB (Boiler, other)",34.20968,-119.13882,Facility,POINT (-13262472.77611148 4056991.796804572),PROCTER & GAMBLE PAPER PRODUCTS,155.93776693400002,155.93776693400002,155.93776693400002,0.007850462,0.007850462,0.007850462,6,6,6,180.0,180.0,180.0,"Paper Mills, except Newsprint",PROCTER & GAMBLE
546,83850,NEW COLUMBIA,UNION COUNTY,42119,CHP and/or Cogeneration Process,1002887,322121,322121,2015,PA,150,GP-ALL,OCS (Other combustion source),41.057024,-76.867564,Facility,POINT (-8556858.082999367 5020756.332775771),NGC INDUSTRIES INC,139.63952959,139.63952959,139.63952959,0.007029888,0.007029888,0.007029888,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint","NGC INDUSTRIES, INC"
547,83852,NEW MILFORD,LITCHFIELD COUNTY,9005,CHP and/or Cogeneration Process,1006065,322121,322121,2015,CT,150,GP-1,OCS (Other combustion source),41.55781,-73.41259,Facility,POINT (-8172252.136615368 5094969.958399524),KIMBERLY-CLARK TISSUE MILL,198.230281713,198.230281713,198.230281713,0.0099794799999999,0.0099794799999999,0.0099794799999999,6,6,6,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",KIMBERLY-CLARK CORP
549,83859,MUNISING,ALGER,26003,CHP and/or Cogeneration Process,1005838,322121,322121,2015,MI,150,Boiler 1,S (Stoker Boiler),46.4087,-86.6455,Facility,POINT (-9645332.939528584 5846087.330965892),NEENAH PAPER MICHIGAN INC,66.042896,66.042896,66.042896,0.003324805,0.003324805,0.003324805,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",NEENAH PAPER INC
551,83864,STEVENS POINT,PORTAGE COUNTY,55097,CHP and/or Cogeneration Process,1006193,322121,322121,2015,WI,150,Boiler #5,"OB (Boiler, other)",44.51713,-89.58364,Facility,POINT (-9972405.188207934 5545821.135702451),STEVENS POINT MILL,117.3268042,117.3268042,117.3268042,0.0059065969999999,0.0059065969999999,0.0059065969999999,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",NewPage Holding Corp
552,83867,MENASHA,Winnebago,55139,CHP and/or Cogeneration Process,1004222,322121,322121,2015,WI,150,CP-Paper Machine Aircaps,OCS (Other combustion source),44.205278,-88.455026,Facility,POINT (-9846768.452425774 5497264.576845908),SCA TISSUE NORTH AMERICA LLC - MENASHA PAPER MILL,99.85896037,99.85896037,99.85896037,0.005027211,0.005027211,0.005027211,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint","SCA Americas, Inc."
553,83871,WEST LINN,CLACKAMAS,41005,CHP and/or Cogeneration Process,1005050,322121,322121,2015,OR,150,B3,"OB (Boiler, other)",45.356397,-122.614836,Facility,POINT (-13649421.10722075 5677804.493881733),WEST LINN PAPER COMPANY,225.3490645,225.3490645,225.3490645,0.0113447729999999,0.0113447729999999,0.0113447729999999,2,2,2,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",WEST LINN PAPER CO
554,83873,STEVENS POINT,PORTAGE COUNTY,55097,CHP and/or Cogeneration Process,1005293,322121,322121,2015,WI,150,B02 (Boiler #1),"OB (Boiler, other)",44.4809,-89.56886,Facility,POINT (-9970759.88613401 5540166.68820857),NEENAH PAPER INC - WHITING MILL,189.86332936,189.86332936,189.86332936,0.009558311,0.009558311,0.009558311,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",NEENAH PAPER INC
556,83875,East Hartford,HARTFORD,9003,CHP and/or Cogeneration Process,1007426,322121,322121,2015,CT,150,CP-Natural Gas Burning Sources,OCS (Other combustion source),41.77694,-72.60878,Facility,POINT (-8082772.416720826 5127624.480654109),Dunn Paper - East Hartford. LLC,101.94244542,101.94244542,101.94244542,0.0051321,0.0051321,0.0051321,4,4,4,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",DUNN PAPER INC
557,83877,MEMPHIS,SHELBY COUNTY,47157,CHP and/or Cogeneration Process,1006466,322121,322121,2015,TN,150,PD Boiler,"OB (Boiler, other)",35.158422,-89.966756,Facility,POINT (-10015053.46624269 4185430.956176756),MEMPHIS CELLULOSE LLC,128.08504503,128.08504503,128.08504503,0.0064481999999999,0.0064481999999999,0.0064481999999999,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
559,83884,BIRON,WOOD,55141,CHP and/or Cogeneration Process,1003327,322121,322121,2015,WI,150,GP-2,OCS (Other combustion source),44.4289,-89.7817,Facility,POINT (-9994453.12655445 5532057.136044089),BIRON MILL,206.30430941,206.30430941,206.30430941,0.010386001,0.010386001,0.010386001,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",NewPage Holding Corporation
560,83887,South Glens Falls,SARATOGA COUNTY,36091,CHP and/or Cogeneration Process,1004113,322121,322121,2015,NY,150,GP-papermill,OCS (Other combustion source),43.3045,-73.63874,Facility,POINT (-8197427.039458266 5358435.299755253),SCA Tissue,125.87788065,125.87788065,125.87788065,0.006337084,0.006337084,0.006337084,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint","SCA TISSUE NORTH AMERICA, INC"
563,83891,JACKSON,CAPE GIRARDEAU,29031,CHP and/or Cogeneration Process,1002674,322121,322121,2015,MO,150,CP-Natural Gas,OCS (Other combustion source),37.48357,-89.507477,Facility,POINT (-9963926.761830645 4506726.268771982),PROCTER & GAMBLE PAPER PRODUCTS CO,169.98327385,169.98327385,169.98327385,0.008557486,0.008557486,0.008557486,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",PROCTER & GAMBLE
564,83892,CHEROKEE,COLBERT,1033,CHP and/or Cogeneration Process,1004500,322121,322121,2015,AL,150,GP-ALL UNITS ON SITE,OCS (Other combustion source),34.7663,-87.890501,Facility,POINT (-9783925.816885702 4132167.425832139),SCA TISSUE NA BARTON OPERATIONS,248.575436,248.575436,248.575436,0.01251406,0.01251406,0.01251406,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint","SCA AMERICAS, INC."
565,83893,MENOMINEE,MENOMINEE,26109,CHP and/or Cogeneration Process,1006129,322121,322121,2015,MI,150,CP-Natural Gas Sources,OCS (Other combustion source),45.099363,-87.59808,Facility,POINT (-9751373.660068441 5637177.744352606),"Menominee Acquisition Corporation, d/b/a Dunn Paper - Menominee",63.20454863,63.20454863,63.20454863,0.0031819129999999,0.0031819129999999,0.0031819129999999,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",DUNN PAPER INC
570,83899,Rockingham,RICHMOND,37153,CHP and/or Cogeneration Process,1010363,322121,322121,2015,NC,150,Boiler NEBRASKA,"OB (Boiler, other)",34.954075,-79.809005,Facility,POINT (-8884297.797317823 4157641.870059656),Cascades Tissue Group North Carolina,149.03822784,149.03822784,149.03822784,0.007503048,0.007503048,0.007503048,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",CASCADES USA INC
573,83931,ROANOKE RAPIDS,Halifax,37083,CHP and/or Cogeneration Process,1000166,322121,322121,2015,NC,150,09-PU-004,0,36.4769,-77.6414,Facility,POINT (-8643001.11247687 4366442.059615565),KapStone Paper and Packaging Corp,139.19340061999998,139.19340061999998,139.19340061999998,0.007007429,0.007007429,0.007007429,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",KAPSTONE PAPER & PACKAGING CORP
574,83951,QUINNESEC,DICKINSON,26043,CHP and/or Cogeneration Process,1001892,322121,322121,2015,MI,150,Recovery Boiler,0,45.803102,-87.963891,Facility,POINT (-9792095.554315019 5748852.125697537),VERSO PAPER QUINNESEC MILL,373.498754033,373.498754033,373.498754033,0.01880309,0.01880309,0.01880309,4,4,4,180.00000000000003,180.00000000000003,180.00000000000003,"Paper Mills, except Newsprint",VERSO PAPER CORP
575,83963,CAMPTI,NATCHITOCHES,22069,CHP and/or Cogeneration Process,1001733,322121,322121,2015,LA,150,LK (1224-06-06),0,31.905326,-93.173636,Facility,POINT (-10372041.71487782 3750889.599175036),International Paper - Red River Mill,99.99007904,99.99007904,99.99007904,0.005033812,0.005033812,0.005033812,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
576,83965,SKOWHEGAN,SOMERSET,23025,CHP and/or Cogeneration Process,1003048,322121,322121,2015,ME,150,Lime Kiln,0,44.703333,-69.648889,Facility,POINT (-7753278.857797233 5574937.628367913),SAPPI FINE PAPER (S.D. WARREN ) MILL,77.15101911,77.15101911,77.15101911,0.003884022,0.003884022,0.003884022,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",SDW HOLDINGS CORP
579,84019,ZACHARY,EAST BATON ROUGE,22033,CHP and/or Cogeneration Process,1006975,322121,322121,2015,LA,150,RF02,0,30.650644,-91.281167,Facility,POINT (-10161373.02945577 3587461.246131872),GEORGIA-PACIFIC PORT HUDSON OPERATIONS,159.6388473,159.6388473,159.6388473,0.008036717,0.008036717,0.008036717,6,6,6,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
580,84037,WALLULA,WALLA WALLA,53071,CHP and/or Cogeneration Process,1002893,322121,322121,2015,WA,150,No. 2 Recovery Furnace,0,46.10396,-118.9184,Facility,POINT (-13237935.73395083 5797024.562943832),BOISE PAPER,379.6436634,379.6436634,379.6436634,0.019112443,0.019112443,0.019112443,2,2,2,180.0,180.0,180.0,"Paper Mills, except Newsprint",PACKAGING CORP OF AMERICA
582,84079,PINE BLUFF,JEFFERSON,5069,CHP and/or Cogeneration Process,1003501,322121,322121,2015,AR,150,Lime Kiln No. 2,0,34.221569,-91.907406,Facility,POINT (-10231085.63605065 4058592.273035414),EVERGREEN PACKAGING-PINE BLUFF,407.2804115,407.2804115,407.2804115,0.020503763,0.020503763,0.020503763,2,2,2,179.99999999999997,179.99999999999997,179.99999999999997,"Paper Mills, except Newsprint","REYNOLDS GROUP HOLDINGS, INC"
583,84091,NEKOOSA,WOOD,55141,CHP and/or Cogeneration Process,1004396,322121,322121,2015,WI,150,P22,0,44.3143,-89.8962,Facility,POINT (-10007199.20825028 5514210.362571512),DOMTAR A. W. LLC-NEKOOSA,197.36313162,197.36313162,197.36313162,0.009935873,0.009935873,0.009935873,4,4,4,180.0,180.0,180.0,"Paper Mills, except Newsprint",Domtar Corporation
584,84103,REDWOOD,WARREN,28149,CHP and/or Cogeneration Process,1000434,322121,322121,2015,MS,150,LK1 (AA003),0,32.52923,-90.774508,Facility,POINT (-10104972.00756994 3832982.54078204),International Paper - Vicksburg Mill,1802.4617452830005,3629.945180588,6533.901325018999,0.0907415311299999,0.18274268503,0.32893691163,12,15,18,172.62808349409448,339.9595834361206,544.4219907963036,"Paper Mills, except Newsprint",International Paper
